time_s,pos_x,pos_y,pos_z,euler_x,euler_y,euler_z,dev_pos_x,dev_pos_y,dev_pos_z,joint_x,joint_y,joint_z,gimbal_x,gimbal_y,gimbal_z,step_dist_m,cumulative_dist_m,collision_event,collision_object,click_event,force_x,force_y,force_z,target_x,target_y,target_z,dist_to_target
4.7031,-0.496905,2.859187,-0.390657,0.00,0.00,0.00,-1.716420,38.827740,-24.419450,-0.68,63.26,39.01,8.28,45.75,-2.85,0.006316,1.254094,0,,0,-0.0060,0.0180,0.0102,0.0000,0.0000,0.0000,0.0000
4.7334,-0.497531,2.858518,-0.394385,0.00,0.00,0.00,-1.708833,38.759600,-25.055680,-0.68,63.43,38.85,8.28,45.83,-2.92,0.003839,1.257934,1,Aorta,0,-0.0055,0.0165,0.0094,0.0000,0.0000,0.0000,0.0000
4.7681,-0.498525,2.858539,-0.398185,0.00,0.00,0.00,-1.759735,38.807660,-25.706460,-0.71,63.64,38.73,8.21,45.75,-2.92,0.003927,1.261861,0,,0,-0.0047,0.0140,0.0079,0.0000,0.0000,0.0000,0.0000
4.8013,-0.498875,2.859408,-0.400269,0.00,0.00,0.00,-1.755523,38.976300,-26.047940,-0.71,63.80,38.73,8.14,45.83,-2.92,0.002285,1.264146,0,,0,-0.0040,0.0119,0.0067,0.0000,0.0000,0.0000,0.0000
4.8343,-0.498885,2.859753,-0.400331,0.00,0.00,0.00,-1.755443,39.034320,-26.054380,-0.71,63.82,38.76,8.06,45.75,-3.00,0.000350,1.264496,0,,0,-0.0036,0.0109,0.0062,0.0000,0.0000,0.0000,0.0000
4.8687,-0.498482,2.861622,-0.397908,0.00,0.00,0.00,-1.760743,39.317160,-25.624790,-0.71,63.80,38.97,7.92,45.75,-3.00,0.003086,1.267583,0,,0,-0.0031,0.0092,0.0052,0.0000,0.0000,0.0000,0.0000
4.9116,-0.498374,2.861765,-0.395121,0.00,0.00,0.00,-1.825315,39.309490,-25.163930,-0.73,63.66,39.06,7.70,45.75,-3.14,0.002793,1.270375,0,,0,-0.0026,0.0078,0.0044,0.0000,0.0000,0.0000,0.0000
4.9341,-0.499271,2.861390,-0.394055,0.00,0.00,0.00,-2.003992,39.236970,-25.020070,-0.80,63.59,39.06,7.62,45.75,-3.22,0.001444,1.271819,0,,0,-0.0024,0.0072,0.0041,0.0000,0.0000,0.0000,0.0000
4.9686,-0.500781,2.859879,-0.390142,0.00,0.00,0.00,-2.367215,38.945110,-24.441470,-0.94,63.31,39.06,7.62,45.83,-3.36,0.004458,1.276277,0,,0,-0.0020,0.0061,0.0034,0.0000,0.0000,0.0000,0.0000
5.0031,-0.501082,2.858541,-0.385345,0.00,0.00,0.00,-2.558245,38.669510,-23.680670,-1.01,62.98,39.11,7.70,45.75,-3.58,0.004989,1.281266,0,,0,-0.0017,0.0051,0.0029,0.0000,0.0000,0.0000,0.0000
5.0357,-0.501910,2.858249,-0.383754,0.00,0.00,0.00,-2.741169,38.604770,-23.448020,-1.08,62.89,39.13,7.70,45.75,-3.51,0.001818,1.283083,0,,0,-0.0016,0.0047,0.0027,0.0000,0.0000,0.0000,0.0000
5.0683,-0.503121,2.857047,-0.379980,0.00,0.00,0.00,-3.051124,38.365100,-22.879810,-1.20,62.63,39.15,7.77,45.83,-3.58,0.004141,1.287225,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5.1002,-0.502688,2.855175,-0.374963,0.00,0.00,0.00,-3.128343,37.996670,-22.067330,-1.23,62.26,39.18,7.62,45.75,-3.66,0.005373,1.292597,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5.1344,-0.502764,2.854381,-0.373138,0.00,0.00,0.00,-3.194786,37.844350,-21.779950,-1.25,62.12,39.18,7.55,45.83,-3.58,0.001992,1.294589,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5.1674,-0.504403,2.852911,-0.369563,0.00,0.00,0.00,-3.569211,37.563240,-21.260040,-1.39,61.86,39.18,7.55,45.83,-3.58,0.004198,1.298787,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5.2006,-0.505157,2.850885,-0.364935,0.00,0.00,0.00,-3.829750,37.176110,-20.547860,-1.48,61.51,39.18,7.48,45.83,-3.66,0.005109,1.303896,0,,0,-0.0107,-0.0008,0.0033,0.0000,0.0000,0.0000,0.0000
5.2337,-0.505653,2.850204,-0.363358,0.00,0.00,0.00,-3.957687,37.046090,-20.312180,-1.53,61.39,39.18,7.48,45.83,-3.66,0.001788,1.305684,0,,0,-0.0297,-0.0052,0.0069,0.0000,0.0000,0.0000,0.0000
5.2701,-0.509640,2.849100,-0.360362,0.00,0.00,0.00,-4.700198,36.837040,-19.951900,-1.81,61.20,39.18,7.48,45.75,-3.51,0.005108,1.310792,0,,0,-0.0787,-0.0128,0.0161,0.0000,0.0000,0.0000,0.0000
5.3013,-0.516001,2.848532,-0.358250,0.00,0.00,0.00,-5.805885,36.732040,-19.800260,-2.24,61.11,39.18,7.33,45.83,-3.36,0.006726,1.317518,0,,0,-0.1267,-0.0186,0.0250,0.0000,0.0000,0.0000,0.0000
5.3346,-0.519554,2.848245,-0.357162,0.00,0.00,0.00,-6.420781,36.679430,-19.730220,-2.47,61.06,39.18,7.18,45.75,-3.36,0.003727,1.321244,0,,0,-0.1619,-0.0161,0.0311,0.0000,0.0000,0.0000,0.0000
5.3670,-0.531164,2.848065,-0.355364,0.00,0.00,0.00,-8.378443,36.653100,-19.780030,-3.23,61.04,39.18,6.89,45.83,-3.14,0.011751,1.332995,0,,0,-0.2237,-0.0119,0.0418,0.0000,0.0000,0.0000,0.0000
5.4006,-0.543199,2.848011,-0.353971,0.00,0.00,0.00,-10.393640,36.653100,-19.907400,-4.01,61.04,39.18,6.74,45.75,-3.07,0.012115,1.345110,0,,0,-0.1893,-0.0101,0.0354,0.0000,0.0000,0.0000,0.0000
5.4343,-0.549771,2.847977,-0.353280,0.00,0.00,0.00,-11.492050,36.653100,-19.988390,-4.43,61.04,39.18,6.53,45.83,-3.00,0.006608,1.351719,0,,0,-0.1742,-0.0093,0.0325,0.0000,0.0000,0.0000,0.0000
5.4691,-0.561833,2.847906,-0.352140,0.00,0.00,0.00,-13.504140,36.653100,-20.157990,-5.21,61.04,39.18,5.65,45.68,-3.00,0.012116,1.363834,0,,0,-0.1474,-0.0079,0.0275,0.0000,0.0000,0.0000,0.0000
5.5015,-0.572443,2.847835,-0.351273,0.00,0.00,0.00,-15.270290,36.653100,-20.329560,-5.89,61.04,39.18,4.84,45.75,-2.92,0.010646,1.374480,0,,0,-0.1248,-0.0067,0.0233,0.0000,0.0000,0.0000,0.0000
5.5344,-0.575715,2.847672,-0.350734,0.00,0.00,0.00,-15.823040,36.626740,-20.339750,-6.10,61.02,39.18,4.55,45.75,-3.00,0.003320,1.377800,0,,0,-0.1148,-0.0061,0.0214,0.0000,0.0000,0.0000,0.0000
5.5684,-0.580415,2.847222,-0.349519,0.00,0.00,0.00,-16.629940,36.547560,-20.284600,-6.41,60.95,39.18,4.03,45.83,-2.92,0.004876,1.382676,0,,0,-0.0972,-0.0052,0.0181,0.0000,0.0000,0.0000,0.0000
5.6003,-0.582556,2.846787,-0.348491,0.00,0.00,0.00,-17.011470,36.468210,-20.184370,-6.55,60.88,39.18,4.03,45.75,-2.92,0.002414,1.385090,0,,0,-0.0822,-0.0044,0.0154,0.0000,0.0000,0.0000,0.0000
5.6360,-0.582864,2.846367,-0.347584,0.00,0.00,0.00,-17.088710,36.388680,-20.049760,-6.57,60.81,39.18,3.96,45.75,-3.00,0.001046,1.386136,0,,0,-0.0757,-0.0040,0.0141,0.0000,0.0000,0.0000,0.0000
5.6682,-0.582837,2.845865,-0.347233,0.00,0.00,0.00,-17.094760,36.301240,-19.997270,-6.57,60.76,39.15,3.38,45.75,-3.00,0.000613,1.386749,0,,0,-0.0640,-0.0034,0.0120,0.0000,0.0000,0.0000,0.0000
5.7008,-0.582450,2.845728,-0.346962,0.00,0.00,0.00,-17.039170,36.274650,-19.943090,-6.55,60.74,39.15,3.01,45.75,-3.00,0.000492,1.387242,0,,0,-0.0542,-0.0029,0.0101,0.0000,0.0000,0.0000,0.0000
5.7340,-0.582116,2.845648,-0.347518,0.00,0.00,0.00,-16.967960,36.266940,-20.025130,-6.53,60.76,39.13,2.94,45.83,-3.00,0.000654,1.387895,0,,0,-0.0499,-0.0027,0.0093,0.0000,0.0000,0.0000,0.0000
5.7686,-0.579662,2.846143,-0.349398,0.00,0.00,0.00,-16.509960,36.365310,-20.254860,-6.36,60.88,39.11,2.64,45.75,-3.00,0.003130,1.391026,0,,0,-0.0422,-0.0023,0.0079,0.0000,0.0000,0.0000,0.0000
5.8022,-0.577256,2.846551,-0.351819,0.00,0.00,0.00,-16.043710,36.455330,-20.575530,-6.20,61.02,39.06,2.86,45.83,-2.92,0.003438,1.394464,0,,0,-0.0357,-0.0019,0.0067,0.0000,0.0000,0.0000,0.0000
5.8348,-0.575903,2.847252,-0.353398,0.00,0.00,0.00,-15.775320,36.586910,-20.786110,-6.10,61.13,39.06,3.01,45.75,-3.00,0.002194,1.396658,0,,0,-0.0329,-0.0018,0.0061,0.0000,0.0000,0.0000,0.0000
5.8678,-0.573168,2.848372,-0.355976,0.00,0.00,0.00,-15.250500,36.796420,-21.114530,-5.91,61.32,39.06,3.08,45.83,-3.00,0.003921,1.400579,0,,0,-0.0278,-0.0015,0.0052,0.0000,0.0000,0.0000,0.0000
5.9000,-0.570131,2.848462,-0.359251,0.00,0.00,0.00,-14.655510,36.841900,-21.559900,-5.70,61.48,38.97,3.01,45.83,-3.00,0.004468,1.405047,0,,0,-0.0235,-0.0013,0.0044,0.0000,0.0000,0.0000,0.0000
5.9341,-0.569574,2.848124,-0.361446,0.00,0.00,0.00,-14.499270,36.809100,-21.906570,-5.65,61.58,38.87,3.01,45.75,-2.92,0.002290,1.407337,0,,0,-0.0217,-0.0012,0.0040,0.0000,0.0000,0.0000,0.0000
5.9682,-0.568880,2.847712,-0.366408,0.00,0.00,0.00,-14.239020,36.794820,-22.702840,-5.58,61.81,38.69,2.72,45.90,-3.00,0.005027,1.412364,0,,0,-0.0183,-0.0010,0.0034,0.0000,0.0000,0.0000,0.0000
6.0018,-0.568062,2.847201,-0.369714,0.00,0.00,0.00,-14.007210,36.745200,-23.225550,-5.51,61.95,38.55,2.57,45.75,-3.00,0.003444,1.415808,0,,0,-0.0181,-0.0005,0.0033,0.0000,0.0000,0.0000,0.0000
6.0340,-0.568200,2.847294,-0.371381,0.00,0.00,0.00,-13.980580,36.779700,-23.501460,-5.51,62.05,38.50,2.50,45.75,-3.00,0.001676,1.417484,0,,0,-0.0202,-0.0002,0.0037,0.0000,0.0000,0.0000,0.0000
6.0669,-0.568302,2.847826,-0.372570,0.00,0.00,0.00,-13.962100,36.881560,-23.692900,-5.51,62.14,38.50,2.35,45.83,-3.00,0.001306,1.418790,0,,0,-0.0236,0.0004,0.0043,0.0000,0.0000,0.0000,0.0000
6.1012,-0.568378,2.848223,-0.373462,0.00,0.00,0.00,-13.948230,36.957760,-23.836590,-5.51,62.21,38.50,2.35,45.75,-3.00,0.000979,1.419769,0,,0,-0.0264,0.0009,0.0047,0.0000,0.0000,0.0000,0.0000
6.1333,-0.568378,2.848223,-0.373462,0.00,0.00,0.00,-13.948230,36.957760,-23.836590,-5.51,62.21,38.50,2.28,45.75,-3.00,0.000000,1.419769,0,,0,-0.0300,0.0011,0.0054,0.0000,0.0000,0.0000,0.0000
6.1674,-0.568403,2.848355,-0.373759,0.00,0.00,0.00,-13.943610,36.983110,-23.884510,-5.51,62.23,38.50,2.20,45.83,-2.92,0.000327,1.420095,0,,0,-0.0447,0.0015,0.0080,0.0000,0.0000,0.0000,0.0000
6.2001,-0.568454,2.848619,-0.374354,0.00,0.00,0.00,-13.934350,37.033770,-23.980370,-5.51,62.28,38.50,2.20,45.83,-2.92,0.000653,1.420748,0,,0,-0.0603,0.0018,0.0108,0.0000,0.0000,0.0000,0.0000
6.2334,-0.568585,2.848355,-0.375968,0.00,0.00,0.00,-13.908200,37.008210,-24.251300,-5.51,62.35,38.43,2.20,45.75,-3.00,0.001640,1.422388,0,,0,-0.0670,0.0019,0.0120,0.0000,0.0000,0.0000,0.0000
6.2695,-0.569064,2.846120,-0.381966,0.00,0.00,0.00,-13.809640,36.704930,-25.272500,-5.51,62.54,38.08,2.28,45.75,-3.00,0.006419,1.428808,0,,0,-0.0784,0.0021,0.0140,0.0000,0.0000,0.0000,0.0000
6.3013,-0.569494,2.843641,-0.387391,0.00,0.00,0.00,-13.720010,36.354400,-26.201170,-5.51,62.68,37.73,2.50,45.83,-2.92,0.005980,1.434787,0,,0,-0.0914,0.0023,0.0163,0.0000,0.0000,0.0000,0.0000
6.3354,-0.569557,2.843338,-0.388176,0.00,0.00,0.00,-13.707100,36.312890,-26.334870,-5.51,62.70,37.68,2.50,45.75,-2.92,0.000844,1.435631,0,,0,-0.0994,0.0023,0.0177,0.0000,0.0000,0.0000,0.0000
6.3673,-0.569531,2.843208,-0.387877,0.00,0.00,0.00,-13.711750,36.287930,-26.286750,-5.51,62.68,37.68,2.50,45.68,-3.00,0.000327,1.435958,0,,0,-0.1130,0.0025,0.0202,0.0000,0.0000,0.0000,0.0000
6.4013,-0.569831,2.842946,-0.387252,0.00,0.00,0.00,-13.779490,36.237940,-26.196190,-5.54,62.63,37.68,2.42,45.75,-3.00,0.000742,1.436699,0,,0,-0.1241,0.0026,0.0222,0.0000,0.0000,0.0000,0.0000
6.4335,-0.570201,2.842727,-0.387466,0.00,0.00,0.00,-13.833770,36.204730,-26.244680,-5.56,62.63,37.66,2.35,45.83,-3.00,0.000480,1.437179,0,,0,-0.1288,0.0026,0.0230,0.0000,0.0000,0.0000,0.0000
6.4685,-0.572414,2.841417,-0.388759,0.00,0.00,0.00,-14.158660,36.005860,-26.536310,-5.70,62.63,37.52,2.57,45.75,-3.00,0.002878,1.440058,0,,0,-0.1090,0.0022,0.0195,0.0000,0.0000,0.0000,0.0000
6.5018,-0.573197,2.839990,-0.389869,0.00,0.00,0.00,-14.254200,35.782590,-26.757460,-5.75,62.61,37.38,2.64,45.75,-3.00,0.001971,1.442029,0,,0,-0.0923,0.0019,0.0165,0.0000,0.0000,0.0000,0.0000
6.5344,-0.573225,2.839215,-0.390305,0.00,0.00,0.00,-14.246060,35.658660,-26.838350,-5.75,62.58,37.31,2.72,45.75,-3.00,0.000889,1.442918,0,,0,-0.0849,0.0017,0.0152,0.0000,0.0000,0.0000,0.0000
6.5682,-0.573402,2.837072,-0.392756,0.00,0.00,0.00,-14.202700,35.330190,-27.269040,-5.75,62.58,37.08,2.79,45.83,-2.92,0.003261,1.446179,0,,0,-0.0719,0.0014,0.0128,0.0000,0.0000,0.0000,0.0000
6.6022,-0.573562,2.835152,-0.394969,0.00,0.00,0.00,-14.163560,35.036080,-27.657790,-5.75,62.58,36.87,2.57,45.83,-3.00,0.002934,1.449113,0,,0,-0.0608,0.0012,0.0109,0.0000,0.0000,0.0000,0.0000
6.6334,-0.573615,2.834514,-0.395708,0.00,0.00,0.00,-14.150490,34.938360,-27.787620,-5.75,62.58,36.80,2.50,45.83,-3.00,0.000978,1.450091,0,,0,-0.0560,0.0011,0.0100,0.0000,0.0000,0.0000,0.0000
6.6674,-0.573615,2.834514,-0.395708,0.00,0.00,0.00,-14.150490,34.938360,-27.787620,-5.75,62.58,36.80,2.50,45.75,-3.00,0.000000,1.450091,0,,0,-0.0474,0.0010,0.0085,0.0000,0.0000,0.0000,0.0000
6.7003,-0.574286,2.834378,-0.395356,0.00,0.00,0.00,-14.270960,34.913290,-27.751260,-5.80,62.56,36.80,2.35,45.83,-3.00,0.000770,1.450861,0,,0,-0.0401,0.0008,0.0072,0.0000,0.0000,0.0000,0.0000
6.7359,-0.574933,2.834113,-0.394706,0.00,0.00,0.00,-14.396420,34.863110,-27.666980,-5.84,62.51,36.80,2.35,45.75,-3.00,0.000955,1.451816,0,,0,-0.0369,0.0007,0.0066,0.0000,0.0000,0.0000,0.0000
6.7674,-0.577369,2.834095,-0.394523,0.00,0.00,0.00,-14.801300,34.863110,-27.709000,-6.01,62.51,36.80,2.79,45.83,-2.92,0.002442,1.454258,0,,0,-0.0312,0.0006,0.0056,0.0000,0.0000,0.0000,0.0000
6.8031,-0.579789,2.834290,-0.394100,0.00,0.00,0.00,-15.210730,34.895660,-27.708940,-6.17,62.51,36.82,2.86,45.83,-2.92,0.002465,1.456723,0,,0,-0.0264,0.0005,0.0047,0.0000,0.0000,0.0000,0.0000
6.8349,-0.580121,2.834500,-0.393829,0.00,0.00,0.00,-15.273260,34.928230,-27.671960,-6.20,62.51,36.84,2.64,45.83,-3.00,0.000477,1.457200,0,,0,-0.0243,0.0005,0.0043,0.0000,0.0000,0.0000,0.0000
6.8684,-0.581166,2.834492,-0.393756,0.00,0.00,0.00,-15.446790,34.928230,-27.690910,-6.27,62.51,36.84,2.28,45.83,-3.00,0.001048,1.458248,0,,0,-0.0206,0.0004,0.0037,0.0000,0.0000,0.0000,0.0000
6.9006,-0.581515,2.834489,-0.393732,0.00,0.00,0.00,-15.504620,34.928230,-27.697280,-6.29,62.51,36.84,2.28,45.75,-3.00,0.000349,1.458597,0,,0,-0.0174,0.0004,0.0031,0.0000,0.0000,0.0000,0.0000
6.9353,-0.581499,2.834702,-0.393485,0.00,0.00,0.00,-15.509390,34.960830,-27.654060,-6.29,62.51,36.87,2.13,45.75,-3.00,0.000326,1.458923,0,,0,-0.0160,0.0003,0.0029,0.0000,0.0000,0.0000,0.0000
6.9681,-0.581833,2.834912,-0.393215,0.00,0.00,0.00,-15.572020,34.993430,-27.617240,-6.31,62.51,36.89,1.76,45.83,-3.00,0.000478,1.459401,0,,0,-0.0136,0.0003,0.0024,0.0000,0.0000,0.0000,0.0000
7.0007,-0.584272,2.834893,-0.393052,0.00,0.00,0.00,-15.977040,34.993430,-27.662650,-6.48,62.51,36.89,1.76,45.83,-3.00,0.002445,1.461846,0,,0,-0.0115,0.0002,0.0021,0.0000,0.0000,0.0000,0.0000
7.0342,-0.586015,2.834879,-0.392940,0.00,0.00,0.00,-16.266260,34.993430,-27.695800,-6.60,62.51,36.89,1.69,45.75,-3.00,0.001747,1.463592,0,,0,-0.0106,0.0002,0.0019,0.0000,0.0000,0.0000,0.0000
7.0685,-0.588107,2.834863,-0.392810,0.00,0.00,0.00,-16.613230,34.993430,-27.736350,-6.74,62.51,36.89,1.40,45.83,-3.00,0.002096,1.465688,0,,0,-0.0089,0.0002,0.0016,0.0000,0.0000,0.0000,0.0000
7.1026,-0.588172,2.834698,-0.393900,0.00,0.00,0.00,-16.591700,34.978420,-27.918590,-6.74,62.56,36.84,1.03,45.83,-3.00,0.001105,1.466793,0,,0,-0.0076,0.0002,0.0014,0.0000,0.0000,0.0000,0.0000
7.1357,-0.587851,2.834275,-0.394415,0.00,0.00,0.00,-16.523780,34.913290,-27.998180,-6.71,62.56,36.80,0.89,45.83,-2.92,0.000740,1.467533,0,,0,-0.0070,0.0001,0.0012,0.0000,0.0000,0.0000,0.0000
7.1680,-0.587008,2.833791,-0.397755,0.00,0.00,0.00,-16.286850,34.868420,-28.525440,-6.64,62.70,36.66,0.74,45.75,-3.00,0.003479,1.471012,0,,0,-0.0059,0.0001,0.0011,0.0000,0.0000,0.0000,0.0000
7.2000,-0.587448,2.833947,-0.404775,0.00,0.00,0.00,-16.151740,34.973930,-29.685360,-6.64,63.07,36.45,0.67,45.83,-3.00,0.007035,1.478047,0,,0,-0.0050,0.0001,0.0009,0.0000,0.0000,0.0000,0.0000
7.2359,-0.587697,2.833153,-0.408862,0.00,0.00,0.00,-16.071920,34.888250,-30.370670,-6.64,63.24,36.26,0.67,45.83,-3.00,0.004171,1.482218,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7.2689,-0.586819,2.830242,-0.416946,0.00,0.00,0.00,-15.689220,34.493100,-31.700770,-6.55,63.47,35.79,0.59,45.83,-2.92,0.008636,1.490855,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7.3026,-0.586040,2.826001,-0.426282,0.00,0.00,0.00,-15.285800,33.890840,-33.253960,-6.46,63.68,35.18,0.52,45.75,-3.00,0.010284,1.501139,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7.3340,-0.586335,2.823630,-0.431032,0.00,0.00,0.00,-15.193820,33.550600,-34.066930,-6.46,63.78,34.86,0.52,45.83,-3.00,0.005317,1.506455,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7.3683,-0.585406,2.819222,-0.437582,0.00,0.00,0.00,-14.848120,32.889170,-35.161700,-6.36,63.82,34.32,0.59,45.75,-3.00,0.007949,1.514405,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7.4013,-0.584610,2.817990,-0.440601,0.00,0.00,0.00,-14.628370,32.716580,-35.646390,-6.29,63.89,34.13,0.59,45.83,-3.00,0.003357,1.517762,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7.4343,-0.584347,2.818363,-0.441528,0.00,0.00,0.00,-14.557790,32.788320,-35.786130,-6.27,63.96,34.13,0.52,45.75,-3.00,0.001033,1.518795,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7.4670,-0.583473,2.818984,-0.443106,0.00,0.00,0.00,-14.367850,32.907490,-36.011410,-6.20,64.08,34.13,0.45,45.83,-3.00,0.001907,1.520702,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7.5004,-0.583628,2.819838,-0.445220,0.00,0.00,0.00,-14.330850,33.073490,-36.352200,-6.20,64.24,34.13,0.52,45.83,-2.92,0.002285,1.522988,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7.5349,-0.583761,2.820565,-0.447034,0.00,0.00,0.00,-14.299100,33.214990,-36.644680,-6.20,64.38,34.13,0.74,45.83,-2.92,0.001959,1.524946,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7.5669,-0.584117,2.822482,-0.451879,0.00,0.00,0.00,-14.214240,33.588810,-37.426310,-6.20,64.76,34.13,1.18,45.83,-3.00,0.005223,1.530170,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7.6034,-0.584696,2.825530,-0.459780,0.00,0.00,0.00,-14.075790,34.185300,-38.701580,-6.20,65.37,34.13,1.32,45.83,-3.00,0.008488,1.538658,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7.6360,-0.585327,2.827133,-0.464025,0.00,0.00,0.00,-14.053980,34.500830,-39.396610,-6.22,65.69,34.13,1.47,45.83,-3.00,0.004582,1.543239,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7.6683,-0.587043,2.828462,-0.474832,0.00,0.00,0.00,-14.016120,34.846330,-41.200510,-6.29,66.35,33.92,1.32,45.75,-3.00,0.011022,1.554262,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7.7007,-0.587795,2.827170,-0.485918,0.00,0.00,0.00,-13.812080,34.757370,-43.051480,-6.29,66.84,33.50,0.81,45.75,-2.92,0.011186,1.565448,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7.7356,-0.588079,2.826340,-0.490141,0.00,0.00,0.00,-13.733930,34.667320,-43.760440,-6.29,67.00,33.32,0.67,45.75,-3.07,0.004314,1.569761,0,,0,0.0071,0.0064,-0.0017,0.0000,0.0000,0.0000,0.0000
7.7682,-0.588533,2.824954,-0.496904,0.00,0.00,0.00,-13.608710,34.513480,-44.896350,-6.29,67.26,33.01,0.37,45.83,-2.92,0.006919,1.576680,0,,0,0.0152,0.0195,-0.0041,0.0000,0.0000,0.0000,0.0000
7.8000,-0.588868,2.824634,-0.501811,0.00,0.00,0.00,-13.518700,34.516010,-45.712890,-6.29,67.49,32.85,0.15,45.83,-3.00,0.004929,1.581609,0,,0,0.0222,0.0323,-0.0062,0.0000,0.0000,0.0000,0.0000
7.8338,-0.588978,2.824063,-0.503472,0.00,0.00,0.00,-13.487670,34.439870,-45.994430,-6.29,67.54,32.76,0.01,45.75,-2.92,0.001760,1.583368,0,,0,0.0252,0.0380,-0.0072,0.0000,0.0000,0.0000,0.0000
7.8688,-0.589214,2.823815,-0.506940,0.00,0.00,0.00,-13.424030,34.438110,-46.571760,-6.29,67.70,32.64,-0.29,45.68,-3.00,0.003485,1.586854,0,,0,0.0319,0.0563,-0.0097,0.0000,0.0000,0.0000,0.0000
7.9011,-0.589550,2.823483,-0.511864,0.00,0.00,0.00,-13.333690,34.438820,-47.391230,-6.29,67.94,32.48,-0.51,45.75,-3.00,0.004947,1.591800,0,,0,0.0389,0.0780,-0.0124,0.0000,0.0000,0.0000,0.0000
7.9334,-0.589688,2.823310,-0.513889,0.00,0.00,0.00,-13.296510,34.432960,-47.728530,-6.29,68.03,32.41,-0.58,45.75,-3.00,0.002036,1.593836,0,,0,0.0419,0.0873,-0.0136,0.0000,0.0000,0.0000,0.0000
7.9669,-0.589848,2.824309,-0.516104,0.00,0.00,0.00,-13.257280,34.624280,-48.084450,-6.29,68.22,32.43,-0.65,45.75,-2.92,0.002436,1.596272,0,,0,0.0470,0.1031,-0.0156,0.0000,0.0000,0.0000,0.0000
8.0021,-0.589826,2.825283,-0.515676,0.00,0.00,0.00,-13.266290,34.781330,-48.002640,-6.29,68.26,32.52,-0.73,45.68,-2.92,0.001064,1.597336,0,,0,0.0512,0.1159,-0.0173,0.0000,0.0000,0.0000,0.0000
8.0357,-0.589760,2.826058,-0.514630,0.00,0.00,0.00,-13.286360,34.898330,-47.820580,-6.29,68.26,32.62,-0.87,45.75,-2.85,0.001304,1.598640,0,,0,0.0529,0.1214,-0.0180,0.0000,0.0000,0.0000,0.0000
8.0685,-0.589551,2.827803,-0.511398,0.00,0.00,0.00,-13.347520,35.151810,-47.265770,-6.29,68.22,32.85,-1.09,45.68,-2.92,0.003678,1.602318,0,,0,0.0501,0.1162,-0.0171,0.0000,0.0000,0.0000,0.0000
8.0985,-0.589474,2.827992,-0.510257,0.00,0.00,0.00,-13.389660,35.188930,-46.883550,-6.29,68.12,32.94,-1.24,45.68,-2.92,0.001159,1.603477,0,,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
