time_s,pos_x,pos_y,pos_z,euler_x,euler_y,euler_z,joint_x,joint_y,joint_z,gimbal_x,gimbal_y,gimbal_z,cumulative_dist_m
6.1922,-0.596297,2.806564,-0.473964,0.00,0.00,0.00,-7.00,64.85,32.20,-10.83,45.61,26.67,1.112596
6.2097,-0.596297,2.806564,-0.473964,0.00,0.00,0.00,-7.00,64.85,32.20,-10.83,45.61,26.67,1.112596
6.2256,-0.596739,2.805457,-0.476398,0.00,0.00,0.00,-7.02,64.90,32.03,-10.83,45.68,26.67,1.115306
6.2421,-0.597215,2.804589,-0.479444,0.00,0.00,0.00,-7.04,64.99,31.87,-10.83,45.61,26.74,1.118509
6.2617,-0.597677,2.803915,-0.482230,0.00,0.00,0.00,-7.07,65.08,31.73,-10.76,45.61,26.81,1.121413
6.2759,-0.597800,2.803624,-0.484507,0.00,0.00,0.00,-7.07,65.18,31.64,-10.83,45.61,26.74,1.123711
6.2932,-0.598263,2.803257,-0.487339,0.00,0.00,0.00,-7.09,65.30,31.52,-10.76,45.61,26.74,1.126604
6.3101,-0.598263,2.803257,-0.487339,0.00,0.00,0.00,-7.09,65.30,31.52,-10.76,45.61,26.74,1.126604
6.3250,-0.598385,2.802965,-0.489620,0.00,0.00,0.00,-7.09,65.39,31.43,-10.69,45.61,26.74,1.128907
6.3428,-0.599122,2.802668,-0.491870,0.00,0.00,0.00,-7.14,65.48,31.33,-10.76,45.61,26.74,1.131293
6.3608,-0.599889,2.802599,-0.494733,0.00,0.00,0.00,-7.19,65.62,31.24,-10.76,45.68,26.74,1.134258
6.3768,-0.600034,2.803021,-0.497404,0.00,0.00,0.00,-7.19,65.79,31.19,-10.83,45.61,26.67,1.136966
6.3932,-0.600196,2.802464,-0.500533,0.00,0.00,0.00,-7.19,65.90,31.05,-10.83,45.61,26.74,1.140149
6.4083,-0.600196,2.802464,-0.500533,0.00,0.00,0.00,-7.19,65.90,31.05,-10.83,45.61,26.74,1.140149
6.4251,-0.600337,2.802579,-0.503171,0.00,0.00,0.00,-7.19,66.04,30.98,-10.83,45.61,26.67,1.142793
6.4425,-0.600754,2.803060,-0.505260,0.00,0.00,0.00,-7.21,66.18,30.96,-10.76,45.61,26.74,1.144976
6.4598,-0.601204,2.803758,-0.507965,0.00,0.00,0.00,-7.23,66.37,30.94,-10.76,45.68,26.67,1.147806
6.4751,-0.601623,2.804523,-0.510098,0.00,0.00,0.00,-7.26,66.53,30.94,-10.83,45.61,26.74,1.150110
6.4925,-0.601741,2.805286,-0.512248,0.00,0.00,0.00,-7.26,66.70,30.94,-10.76,45.61,26.74,1.152395
6.5098,-0.601741,2.805286,-0.512248,0.00,0.00,0.00,-7.26,66.70,30.94,-10.76,45.61,26.74,1.152395
6.5264,-0.601843,2.805935,-0.514094,0.00,0.00,0.00,-7.26,66.84,30.94,-10.91,45.61,26.67,1.154354
6.5427,-0.601961,2.806686,-0.516249,0.00,0.00,0.00,-7.26,67.00,30.94,-10.83,45.61,26.67,1.156640
6.5599,-0.602342,2.807216,-0.517774,0.00,0.00,0.00,-7.28,67.12,30.94,-10.76,45.68,26.74,1.158299
6.5757,-0.602426,2.807746,-0.519316,0.00,0.00,0.00,-7.28,67.24,30.94,-10.83,45.61,26.74,1.159931
6.5928,-0.602493,2.808167,-0.520550,0.00,0.00,0.00,-7.28,67.33,30.94,-10.76,45.61,26.67,1.161237
6.6101,-0.602493,2.808167,-0.520550,0.00,0.00,0.00,-7.28,67.33,30.94,-10.76,45.61,26.67,1.161237
6.6258,-0.602839,2.808480,-0.521461,0.00,0.00,0.00,-7.30,67.40,30.94,-10.76,45.61,26.67,1.162260
6.6427,-0.603184,2.808791,-0.522372,0.00,0.00,0.00,-7.33,67.47,30.94,-10.83,45.61,26.74,1.163283
6.6598,-0.603217,2.808999,-0.522990,0.00,0.00,0.00,-7.33,67.52,30.94,-10.91,45.61,26.67,1.163936
6.6764,-0.603250,2.809207,-0.523608,0.00,0.00,0.00,-7.33,67.56,30.94,-10.83,45.68,26.67,1.164589
6.6931,-0.603267,2.809311,-0.523918,0.00,0.00,0.00,-7.33,67.59,30.94,-10.91,45.68,26.67,1.164916
6.7094,-0.603267,2.809311,-0.523918,0.00,0.00,0.00,-7.33,67.59,30.94,-10.91,45.68,26.67,1.164916
6.7262,-0.603267,2.809311,-0.523918,0.00,0.00,0.00,-7.33,67.59,30.94,-10.91,45.61,26.67,1.164916
6.7426,-0.603267,2.809311,-0.523918,0.00,0.00,0.00,-7.33,67.59,30.94,-10.91,45.61,26.74,1.164916
6.7598,-0.603267,2.809311,-0.523918,0.00,0.00,0.00,-7.33,67.59,30.94,-10.98,45.61,26.67,1.164916
6.7763,-0.603267,2.809311,-0.523918,0.00,0.00,0.00,-7.33,67.59,30.94,-10.91,45.61,26.67,1.164916
6.7950,-0.603267,2.809311,-0.523918,0.00,0.00,0.00,-7.33,67.59,30.94,-10.98,45.61,26.67,1.164916
6.8095,-0.603267,2.809311,-0.523918,0.00,0.00,0.00,-7.33,67.59,30.94,-10.98,45.61,26.67,1.164916
6.8271,-0.603267,2.809311,-0.523918,0.00,0.00,0.00,-7.33,67.59,30.94,-10.91,45.68,26.67,1.164916
6.8420,-0.603267,2.809311,-0.523918,0.00,0.00,0.00,-7.33,67.59,30.94,-10.98,45.61,26.59,1.164916
6.8594,-0.603267,2.809311,-0.523918,0.00,0.00,0.00,-7.33,67.59,30.94,-10.98,45.61,26.67,1.164916
6.8766,-0.603267,2.809311,-0.523918,0.00,0.00,0.00,-7.33,67.59,30.94,-10.98,45.68,26.74,1.164916
